PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"21895382","Restoration process of the need for autonomy: the early alarm stage","Radel R, Pelletier LG, Sarrazin P, Milyavskaya M.","J Pers Soc Psychol. 2011 Nov;101(5):919-34. doi: 10.1037/a0025196.","Radel R","J Pers Soc Psychol","2011","2011/09/08","","","10.1037/a0025196"
"17553501","Increases in plasma corticosterone and stretched-attend postures in rats naive and previously exposed to the elevated plus-maze are sensitive to the anxiolytic-like effects of midazolam","Albrechet-Souza L, Cristina de Carvalho M, Rodrigues Franci C, Brandão ML.","Horm Behav. 2007 Aug;52(2):267-73. doi: 10.1016/j.yhbeh.2007.05.002. Epub 2007 May 10.","Albrechet-Souza L","Horm Behav","2007","2007/06/08","","","10.1016/j.yhbeh.2007.05.002"
"14927825","Displacement: greater generalization of approach than avoidance in a generalized approach avoidance conflict","MILLER NE, KRAELING D.","J Exp Psychol. 1952 Mar;43(3):217-21. doi: 10.1037/h0063057.","MILLER NE","J Exp Psychol","1952","1952/03/01","","","10.1037/h0063057"
"34255726","A Web-Based Cognitive Bias Modification Intervention (Re-train Your Brain) for Emerging Adults With Co-occurring Social Anxiety and Hazardous Alcohol Use: Protocol for a Multiarm Randomized Controlled Pilot Trial","Prior K, Salemink E, Wiers RW, Teachman BA, Piggott M, Newton NC, Teesson M, Baillie AJ, Manning V, McLellan LF, Mahoney A, Stapinski LA.","JMIR Res Protoc. 2021 Jul 7;10(7):e28667. doi: 10.2196/28667.","Prior K","JMIR Res Protoc","2021","2021/07/13","PMC8295835","","10.2196/28667"
"1560664","Factors associated with alcohol use in university students","Schall M, Kemeny A, Maltzman I.","J Stud Alcohol. 1992 Mar;53(2):122-36. doi: 10.15288/jsa.1992.53.122.","Schall M","J Stud Alcohol","1992","1992/03/01","","","10.15288/jsa.1992.53.122"
"22361263","Short-term testosterone manipulations modulate visual recognition memory and some aspects of emotional reactivity in male rhesus monkeys","Lacreuse A, Gore HE, Chang J, Kaplan ER.","Physiol Behav. 2012 May 15;106(2):229-37. doi: 10.1016/j.physbeh.2012.02.008. Epub 2012 Feb 14.","Lacreuse A","Physiol Behav","2012","2012/02/25","","","10.1016/j.physbeh.2012.02.008"
"34157673","Examining the Relationship Between Exercise-Related Cognitive Errors, Exercise Schema, and Implicit Associations","Locke SR, Berry TR.","J Sport Exerc Psychol. 2021 Jun 21:1-8. doi: 10.1123/jsep.2021-0031. Online ahead of print.","Locke SR","J Sport Exerc Psychol","2021","2021/06/22","","","10.1123/jsep.2021-0031"
"34276282","Causal Evidence for Induction of Pessimistic Decision-Making in Primates by the Network of Frontal Cortex and Striosomes","Amemori S, Graybiel AM, Amemori KI.","Front Neurosci. 2021 Jun 30;15:649167. doi: 10.3389/fnins.2021.649167. eCollection 2021.","Amemori S","Front Neurosci","2021","2021/07/19","PMC8277931","","10.3389/fnins.2021.649167"
"21114347","Longitudinal stability of temperamental exuberance and social-emotional outcomes in early childhood","Degnan KA, Hane AA, Henderson HA, Moas OL, Reeb-Sutherland BC, Fox NA.","Dev Psychol. 2011 May;47(3):765-80. doi: 10.1037/a0021316.","Degnan KA","Dev Psychol","2011","2010/12/01","PMC3984462","NIHMS556394","10.1037/a0021316"
"30100255","Striatal Microstimulation Induces Persistent and Repetitive Negative Decision-Making Predicted by Striatal Beta-Band Oscillation","Amemori KI, Amemori S, Gibson DJ, Graybiel AM.","Neuron. 2018 Aug 22;99(4):829-841.e6. doi: 10.1016/j.neuron.2018.07.022. Epub 2018 Aug 9.","Amemori KI","Neuron","2018","2018/08/14","PMC6269092","NIHMS993170","10.1016/j.neuron.2018.07.022"
"2018461","Strain differences in rats with respect to speed of conflict resolution","Koene P, Vossen JM.","Behav Genet. 1991 Jan;21(1):21-33. doi: 10.1007/BF01067664.","Koene P","Behav Genet","1991","1991/01/01","","","10.1007/BF01067664"
"23899903","Hunger modulates behavioral disinhibition and attention allocation to food-associated cues in normal-weight controls","Loeber S, Grosshans M, Herpertz S, Kiefer F, Herpertz SC.","Appetite. 2013 Dec;71:32-9. doi: 10.1016/j.appet.2013.07.008. Epub 2013 Jul 27.","Loeber S","Appetite","2013","2013/08/01","","","10.1016/j.appet.2013.07.008"
"27888284","Attenuation of the anxiogenic effects of cocaine by 5-HT(1B) autoreceptor stimulation in the bed nucleus of the stria terminalis of rats","Klein AK, Brito MA, Akhavan S, Flanagan DR, Le N, Ohana T, Patil AS, Purvis EM, Provenzano C, Wei A, Zhou L, Ettenberg A.","Psychopharmacology (Berl). 2017 Feb;234(3):485-495. doi: 10.1007/s00213-016-4479-3. Epub 2016 Nov 25.","Klein AK","Psychopharmacology (Berl)","2017","2016/11/27","PMC5226880","NIHMS832528","10.1007/s00213-016-4479-3"
"17923983","Bibliometric study on nursing theses and dissertations employing a phenomenological approach: tendency and perspectives","Merighi MA, Gonçalves R, Ferreira FC.","Rev Lat Am Enfermagem. 2007 Jul-Aug;15(4):645-50. doi: 10.1590/s0104-11692007000400019.","Merighi MA","Rev Lat Am Enfermagem","2007","2007/10/10","","","10.1590/s0104-11692007000400019"
"27718256","On the Usefulness of Action Tendencies Training and Brain Stimulation in the Modification of Alcohol Use Disorders. A Commentary on ""Electrophysiological and Behavioral Effects of Combined Transcranial Direct Current Stimulation and Alcohol Approach Bias Retraining in Hazardous Drinkers"" by den Uyl, Gladwin, and Wiers (ACER, 2016)","Campanella S, Noël X.","Alcohol Clin Exp Res. 2016 Dec;40(12):2516-2518. doi: 10.1111/acer.13238. Epub 2016 Oct 8.","Campanella S","Alcohol Clin Exp Res","2016","2016/10/09","","","10.1111/acer.13238"
"5061003","Approach-avoidance conflict behavior as a result of prior exposure to a conflict situation","Terris W, Grandolfo P, Maleske R.","J Gen Psychol. 1972 Jan;86(1st Half):117-30. doi: 10.1080/00221309.1972.9918496.","Terris W","J Gen Psychol","1972","1972/01/01","","","10.1080/00221309.1972.9918496"
"24599448","Noradrenergic β-receptor antagonism within the central nucleus of the amygdala or bed nucleus of the stria terminalis attenuates the negative/anxiogenic effects of cocaine","Wenzel JM, Cotten SW, Dominguez HM, Lane JE, Shelton K, Su ZI, Ettenberg A.","J Neurosci. 2014 Mar 5;34(10):3467-74. doi: 10.1523/JNEUROSCI.3861-13.2014.","Wenzel JM","J Neurosci","2014","2014/03/07","PMC3942568","","10.1523/JNEUROSCI.3861-13.2014"
"14699433","The dopamine D4 receptor is essential for hyperactivity and impaired behavioral inhibition in a mouse model of attention deficit/hyperactivity disorder","Avale ME, Falzone TL, Gelman DM, Low MJ, Grandy DK, Rubinstein M.","Mol Psychiatry. 2004 Jul;9(7):718-26. doi: 10.1038/sj.mp.4001474.","Avale ME","Mol Psychiatry","2004","2003/12/31","","","10.1038/sj.mp.4001474"
"24038570","Effect of baseline cannabis use and working-memory network function on changes in cannabis use in heavy cannabis users: a prospective fMRI study","Cousijn J, Wiers RW, Ridderinkhof KR, van den Brink W, Veltman DJ, Goudriaan AE.","Hum Brain Mapp. 2014 May;35(5):2470-82. doi: 10.1002/hbm.22342. Epub 2013 Sep 3.","Cousijn J","Hum Brain Mapp","2014","2013/09/17","PMC6869744","","10.1002/hbm.22342"
"22783908","The dual pathway of professional attitude among health care workers serving HIV/AIDS patients and drug users","Shen YM, Lin SR, Chen CL, Huang TM, Huang YH, See LC, Deng FL.","AIDS Care. 2013;25(3):309-16. doi: 10.1080/09540121.2012.701725. Epub 2012 Jul 12.","Shen YM","AIDS Care","2013","2012/07/13","","","10.1080/09540121.2012.701725"
"22005601","Weakening of negative relative to positive associations with cocaine-paired cues contributes to cue-induced responding after drug removal","Su ZI, Kichaev G, Wenzel J, Ben-Shahar O, Ettenberg A.","Pharmacol Biochem Behav. 2012 Jan;100(3):458-63. doi: 10.1016/j.pbb.2011.10.006. Epub 2011 Oct 8.","Su ZI","Pharmacol Biochem Behav","2012","2011/10/19","PMC3242854","NIHMS330465","10.1016/j.pbb.2011.10.006"
"22884774","Gamma flicker elicits positive affect without awareness","Heerebout BT, Tap AE, Rotteveel M, Phaf RH.","Conscious Cogn. 2013 Mar;22(1):281-9. doi: 10.1016/j.concog.2012.07.001. Epub 2012 Aug 9.","Heerebout BT","Conscious Cogn","2013","2012/08/14","","","10.1016/j.concog.2012.07.001"
"3193350","Self-related problems beyond the self-concept: motivational consequences of discrepant self-guides","Van Hook E, Higgins ET.","J Pers Soc Psychol. 1988 Oct;55(4):625-33. doi: 10.1037//0022-3514.55.4.625.","Van Hook E","J Pers Soc Psychol","1988","1988/10/01","","","10.1037//0022-3514.55.4.625"
"4674708","[Behavioral and pharmacological studies on doxepin, a tricyclic agent. 3. Comparison of actions of doxepin and diazepam on approach-withdrawal and approach-avoidance conflict schedules]","Ogawa H, Tadokoro S.","Nihon Yakurigaku Zasshi. 1972 Sep;68(5):560-71.","Ogawa H","Nihon Yakurigaku Zasshi","1972","1972/09/01","","",""
"17564236","Motivational effects of success or failure feedback on the perception of affective pictures","Pahlavan F, Lubart T.","Psychol Rep. 2007 Apr;100(2):585-603. doi: 10.2466/pr0.100.2.585-603.","Pahlavan F","Psychol Rep","2007","2007/06/15","","","10.2466/pr0.100.2.585-603"
"5060707","Inhibition, reacquisition, and extinction of approach in rats following frustrative nonreward and approach-avoidance conflict","King MG.","J Exp Psychol. 1972 Mar;92(3):360-4. doi: 10.1037/h0032305.","King MG","J Exp Psychol","1972","1972/03/01","","","10.1037/h0032305"
"5186734","Approach-avoidance conflict in the orientation phase of therapy","Morris K.","ANA Clin Conf. 1967:289-98.","Morris K","ANA Clin Conf","1967","1967/01/01","","",""
"13449252","Factors in the recovery from approach-avoidance conflict","BERKUN MM.","J Exp Psychol. 1957 Jul;54(1):65-73. doi: 10.1037/h0041907.","BERKUN MM","J Exp Psychol","1957","1957/07/01","","","10.1037/h0041907"
"33668815","NeuroDante: Poetry Mentally Engages More Experts but Moves More Non-Experts, and for Both the Cerebral Approach Tendency Goes Hand in Hand with the Cerebral Effort","Cartocci G, Rossi D, Modica E, Maglione AG, Martinez Levy AC, Cherubino P, Canettieri P, Combi M, Rea R, Gatti L, Babiloni F.","Brain Sci. 2021 Feb 25;11(3):281. doi: 10.3390/brainsci11030281.","Cartocci G","Brain Sci","2021","2021/03/06","PMC7996310","","10.3390/brainsci11030281"
"8095393","Comparison of alcohol-preferring (P) and nonpreferring (NP) rats on tests of anxiety and for the anxiolytic effects of ethanol","Stewart RB, Gatto GJ, Lumeng L, Li TK, Murphy JM.","Alcohol. 1993 Jan-Feb;10(1):1-10. doi: 10.1016/0741-8329(93)90046-q.","Stewart RB","Alcohol","1993","1993/01/01","","","10.1016/0741-8329(93)90046-q"
"2740606","Pyrrolidone carboxylic acid in acute and chronic alcoholism. Preclinical and clinical studies","Pellegrini-Giampietro DE, Moroni F, Pistelli A, Palmerani B, Zorn AM, Peruzzi S, Caramelli L, Botti P, Valenza T, Antonini M, et al.","Recenti Prog Med. 1989 Mar;80(3):160-4.","Pellegrini-Giampietro DE","Recenti Prog Med","1989","1989/03/01","","",""
"12401415","Hospitalized patients' views on in-ward psychological counseling","Schoenberg M, Shiloh S.","Patient Educ Couns. 2002 Oct-Nov;48(2):123-9. doi: 10.1016/s0738-3991(02)00008-3.","Schoenberg M","Patient Educ Couns","2002","2002/10/29","","","10.1016/s0738-3991(02)00008-3"
"13775613","Recovery from approach-avoidance conflict as a function of escape and displacement experiences","TAYLOR JA, RENNIE B.","J Comp Physiol Psychol. 1961 Jun;54:275-8. doi: 10.1037/h0045554.","TAYLOR JA","J Comp Physiol Psychol","1961","1961/06/01","","","10.1037/h0045554"
"22197972","Differential long term effects of early diisopropylfluorophosphate exposure in Balb/C and C57Bl/J6 mice","Lin T, Duek O, Dori A, Kofman O.","Int J Dev Neurosci. 2012 Apr;30(2):113-20. doi: 10.1016/j.ijdevneu.2011.12.004. Epub 2011 Dec 17.","Lin T","Int J Dev Neurosci","2012","2011/12/27","","","10.1016/j.ijdevneu.2011.12.004"
"5662825","Effect of self-intoxication upon approach-avoidance conflict in the rat","Freed EX.","Q J Stud Alcohol. 1968 Jun;29(2):323-9.","Freed EX","Q J Stud Alcohol","1968","1968/06/01","","",""
"13944715","Measurement of approach--avoidance conflict along a stimulus dimension by a thematic apperception test","FENZ WD, EPSTEIN S.","J Pers. 1962 Dec;30:613-32. doi: 10.1111/j.1467-6494.1962.tb01693.x.","FENZ WD","J Pers","1962","1962/12/01","","","10.1111/j.1467-6494.1962.tb01693.x"
"5749185","Effects of preference on displacement in approach-avoidance conflict","Schwartz GE, Johnson HJ.","J Abnorm Psychol. 1968 Oct;73(5):487-91. doi: 10.1037/h0026176.","Schwartz GE","J Abnorm Psychol","1968","1968/10/01","","","10.1037/h0026176"
"2896794","Tetrazepam: a benzodiazepine which dissociates sedation from other benzodiazepine activities. I. Psychopharmacological profile in rodents","Keane PE, Simiand J, Morre M, Biziere K.","J Pharmacol Exp Ther. 1988 May;245(2):692-8.","Keane PE","J Pharmacol Exp Ther","1988","1988/05/01","","",""
"24914414","""Killing Two Birds with One Stone"": Alcohol Use Reduction Interventions with Potential Efficacy in Enhancing Self-Control","Leeman RF, Bogart D, Fucito LM, Boettiger CA.","Curr Addict Rep. 2014 Mar;1(1):41-52. doi: 10.1007/s40429-013-0008-1.","Leeman RF","Curr Addict Rep","2014","2014/06/11","PMC4048018","NIHMS555898","10.1007/s40429-013-0008-1"
"2866771","Ethyl loflazepate: a prodrug from the benzodiazepine series designed to dissociate anxiolytic and sedative activities","Chambon JP, Perio A, Demarne H, Hallot A, Dantzer R, Roncucci R, Bizière K.","Arzneimittelforschung. 1985;35(10):1573-7.","Chambon JP","Arzneimittelforschung","1985","1985/01/01","","",""
"14088820","FREQUENCY AND INTENSITY OF PRE-SHOCK EXPERIENCES AS DETERMINANTS OF FEARFULNESS IN AN APPROACH-AVOIDANCE CONFLICT","WALTERS GC.","Can J Psychol. 1963 Dec;17:412-9. doi: 10.1037/h0083280.","WALTERS GC","Can J Psychol","1963","1963/12/01","","","10.1037/h0083280"
"13837159","Escape and displacement experience as variables in the recovery from approach-avoidance conflict","TAYLOR JA, MAHER BA.","J Comp Physiol Psychol. 1959 Oct;52:586-90. doi: 10.1037/h0048042.","TAYLOR JA","J Comp Physiol Psychol","1959","1959/10/01","","","10.1037/h0048042"
"13902303","Effects of chlorpromazine and perphenazine on bar-pressing performance in an approach-avoidance conflict","GROSSMAN SP.","J Comp Physiol Psychol. 1961 Oct;54:517-21. doi: 10.1037/h0046839.","GROSSMAN SP","J Comp Physiol Psychol","1961","1961/10/01","","","10.1037/h0046839"
"7904976","Neuropsychopharmacological profile in rodents of SR 57746A, a new, potent 5-HT1A receptor agonist","Simiand J, Keane PE, Barnouin MC, Keane M, Soubrié P, Le Fur G.","Fundam Clin Pharmacol. 1993;7(8):413-27.","Simiand J","Fundam Clin Pharmacol","1993","1993/01/01","","",""
"13475525","Proactive and retroactive effects of electroconvulsive shock on approach-avoidance conflict","POSCHEL PH.","J Comp Physiol Psychol. 1957 Aug;50(4):392-6. doi: 10.1037/h0044081.","POSCHEL PH","J Comp Physiol Psychol","1957","1957/08/01","","","10.1037/h0044081"
"7429156","Anorexia nervosa: a group case conference","Kiely WF, Procci WR.","Gen Hosp Psychiatry. 1980 Sep;2(3):238-46. doi: 10.1016/0163-8343(80)90069-9.","Kiely WF","Gen Hosp Psychiatry","1980","1980/09/01","","","10.1016/0163-8343(80)90069-9"
"6049168","The effect of alcohol upon approach--avoidance conflict in the white rat","Freed EX.","Q J Stud Alcohol. 1967 Jun;28(2):236-54.","Freed EX","Q J Stud Alcohol","1967","1967/06/01","","",""
"252446","Multivariate analysis of the septal syndrome","Ursin H, Dalland T, Ellertsen B, Herrmann T, Johnsen TB, Livesey P, Zaidi Z, Wahl H.","Ciba Found Symp. 1977;(58):351-72. doi: 10.1002/9780470720394.ch14.","Ursin H","Ciba Found Symp","1977","1977/01/01","","","10.1002/9780470720394.ch14"
"13575602","An effect of the vital dye trypan red on approach-avoidance conflict","POSCHEL PH.","J Comp Physiol Psychol. 1958 Aug;51(4):448-51. doi: 10.1037/h0042806.","POSCHEL PH","J Comp Physiol Psychol","1958","1958/08/01","","","10.1037/h0042806"
"16769305","Disentangling depressive personality disorder from avoidant, borderline, and obsessive-compulsive personality disorders","Huprich SK, Zimmerman M, Chelminski I.","Compr Psychiatry. 2006 Jul-Aug;47(4):298-306. doi: 10.1016/j.comppsych.2005.09.002. Epub 2006 Apr 19.","Huprich SK","Compr Psychiatry","2006","2006/06/14","","","10.1016/j.comppsych.2005.09.002"
"4070437","Modulation of aversively motivated learning in rats adapted to a cold stressor","Legin-Bucell C, Riccio DC.","Physiol Behav. 1985 Oct;35(4):623-6. doi: 10.1016/0031-9384(85)90151-9.","Legin-Bucell C","Physiol Behav","1985","1985/10/01","","","10.1016/0031-9384(85)90151-9"
"6540073","Experimental toxocariasis in mice and its effect on their behaviour","Hay J, Aitken PP.","Ann Trop Med Parasitol. 1984 Apr;78(2):145-55. doi: 10.1080/00034983.1984.11811788.","Hay J","Ann Trop Med Parasitol","1984","1984/04/01","","","10.1080/00034983.1984.11811788"
"18938681","Executive function, approach sensitivity, and emotional decision making as influences on risk behaviors in young adults","Patrick ME, Blair C, Maggs JL.","J Clin Exp Neuropsychol. 2008 May;30(4):449-62. doi: 10.1080/13803390701523109.","Patrick ME","J Clin Exp Neuropsychol","2008","2008/10/22","","","10.1080/13803390701523109"
"2302312","Septohippocampal system and the prelimbic sector of frontal cortex: a neuropsychological battery analysis in the rat","Brito GN, Brito LS.","Behav Brain Res. 1990 Jan 1;36(1-2):127-46. doi: 10.1016/0166-4328(90)90167-d.","Brito GN","Behav Brain Res","1990","1990/01/01","","","10.1016/0166-4328(90)90167-d"
"22059314","Dynamics of the general factor of personality in response to a single dose of caffeine","Caselles A, Micó JC, Amigó S.","Span J Psychol. 2011 Nov;14(2):675-92. doi: 10.5209/rev_sjop.2011.v14.n2.16.","Caselles A","Span J Psychol","2011","2011/11/09","","","10.5209/rev_sjop.2011.v14.n2.16"
"24828978","A novel approach to measure isotope ratios via multi-collector-inductively coupled plasma-mass spectrometry based on sample mixing with a non-enriched standard","Costas-Rodríguez M, Lobo L, Vanhaecke F.","Anal Bioanal Chem. 2014 Jul;406(18):4393-9. doi: 10.1007/s00216-014-7837-1. Epub 2014 May 15.","Costas-Rodríguez M","Anal Bioanal Chem","2014","2014/05/16","","","10.1007/s00216-014-7837-1"
"3724948","Bidirectional responsiveness of the pituitary-adrenal system in old and young male and female rats","Brett LP, Levine R, Levine S.","Neurobiol Aging. 1986 May-Jun;7(3):153-9. doi: 10.1016/0197-4580(86)90036-9.","Brett LP","Neurobiol Aging","1986","1986/05/01","","","10.1016/0197-4580(86)90036-9"
"6506841","Toxoplasma infection and response to novelty in mice","Hay J, Aitken PP, Graham DI.","Z Parasitenkd. 1984;70(5):575-88. doi: 10.1007/BF00926588.","Hay J","Z Parasitenkd","1984","1984/01/01","","","10.1007/BF00926588"
"25464068","Stimulus-response compatibility tests of implicit preference for food and body image to identify people at risk for disordered eating: a validation study","Khan S, Petróczi A.","Eat Behav. 2015 Jan;16:54-63. doi: 10.1016/j.eatbeh.2014.10.015. Epub 2014 Nov 6.","Khan S","Eat Behav","2015","2014/12/03","","","10.1016/j.eatbeh.2014.10.015"
"1611689","Psychotropic effects of Japanese valerian root extract","Sakamoto T, Mitani Y, Nakajima K.","Chem Pharm Bull (Tokyo). 1992 Mar;40(3):758-61. doi: 10.1248/cpb.40.758.","Sakamoto T","Chem Pharm Bull (Tokyo)","1992","1992/03/01","","","10.1248/cpb.40.758"
"4717395","Effects of prior exposure to animate objects on approach tendency in chicks","Saegert S, Rajecki DW.","Behav Biol. 1973 Jun;8(6):749-54. doi: 10.1016/s0091-6773(73)80117-8.","Saegert S","Behav Biol","1973","1973/06/01","","","10.1016/s0091-6773(73)80117-8"
"4761066","Rates of distress vocalization in naive domestic chicks as an index of approach tendency to an imprinting stimulus","Rajecki DW, Eichenbaum H, Heilweil M.","Behav Biol. 1973 Nov;9(5):595-603. doi: 10.1016/s0091-6773(73)80053-7.","Rajecki DW","Behav Biol","1973","1973/11/01","","","10.1016/s0091-6773(73)80053-7"
"26913936","Multi-level response coding in stimulus-response bindings: Irrelevant distractors retrieve both semantic and motor response codes","Giesen C, Rothermund K.","J Exp Psychol Learn Mem Cogn. 2016 Oct;42(10):1643-1656. doi: 10.1037/xlm0000264. Epub 2016 Feb 25.","Giesen C","J Exp Psychol Learn Mem Cogn","2016","2016/02/26","","","10.1037/xlm0000264"
"10342400","Long-lasting inhibitory avoidance acquisition in rats submitted to the elevated T-maze model of anxiety","Sanson LT, Carobrez AP.","Behav Brain Res. 1999 May;101(1):59-64. doi: 10.1016/s0166-4328(98)00140-5.","Sanson LT","Behav Brain Res","1999","1999/05/26","","","10.1016/s0166-4328(98)00140-5"
"6836042","The behavior of vasopressin-deficient rats (Brattleboro strain)","Brito GN.","Physiol Behav. 1983 Jan;30(1):29-34. doi: 10.1016/0031-9384(83)90034-3.","Brito GN","Physiol Behav","1983","1983/01/01","","","10.1016/0031-9384(83)90034-3"
"12735082","Person recognition and approach behaviors among individuals with probable Alzheimer's disease","Sotnak DL, Seifert LS.","Exp Aging Res. 2003 Jan-Mar;29(1):67-72. doi: 10.1080/03610730303709.","Sotnak DL","Exp Aging Res","2003","2003/05/09","","","10.1080/03610730303709"
"2868482","Maternal aggression in rats: lack of interaction between chlordiazepoxide and fluprazine","Olivier B, Mos J, van Oorschot R.","Psychopharmacology (Berl). 1986;88(1):40-3. doi: 10.1007/BF00310510.","Olivier B","Psychopharmacology (Berl)","1986","1986/01/01","","","10.1007/BF00310510"
"3095540","Evaluation of two anticonvulsant amino-pyridazine derivatives in the conflict test in rats","Perio A, Chambon JP, Calassi R, Heaulme M, Biziere K.","J Pharmacol Exp Ther. 1986 Nov;239(2):542-7.","Perio A","J Pharmacol Exp Ther","1986","1986/11/01","","",""
"6124010","Anxiolytic drugs selectively increase preferred duration of rewarding brain stimulation in a shuttlebox test","Gerhardt S, Prowse J, Liebman JM.","Pharmacol Biochem Behav. 1982 May;16(5):795-9. doi: 10.1016/0091-3057(82)90237-4.","Gerhardt S","Pharmacol Biochem Behav","1982","1982/05/01","","","10.1016/0091-3057(82)90237-4"
"2148212","Ethological analysis of the effects of MK-801 upon aggressive male mice: similarity to chlordiazepoxide","McAllister KH.","Pharmacol Biochem Behav. 1990 Sep;37(1):101-6. doi: 10.1016/0091-3057(90)90048-m.","McAllister KH","Pharmacol Biochem Behav","1990","1990/09/01","","","10.1016/0091-3057(90)90048-m"
"22036575","Prefrontal activation patterns of automatic and regulated approach-avoidance reactions - a functional near-infrared spectroscopy (fNIRS) study","Ernst LH, Plichta MM, Lutz E, Zesewitz AK, Tupak SV, Dresler T, Ehlis AC, Fallgatter AJ.","Cortex. 2013 Jan;49(1):131-42. doi: 10.1016/j.cortex.2011.09.013. Epub 2011 Oct 6.","Ernst LH","Cortex","2013","2011/11/01","","","10.1016/j.cortex.2011.09.013"
"34328938","A review of alternative climate products for SWAT modelling: Sources, assessment and future directions","Tan ML, Gassman PW, Liang J, Haywood JM.","Sci Total Environ. 2021 Nov 15;795:148915. doi: 10.1016/j.scitotenv.2021.148915. Epub 2021 Jul 8.","Tan ML","Sci Total Environ","2021","2021/07/30","","","10.1016/j.scitotenv.2021.148915"
"28107679","Meta-analysis of the relationship between impulsivity and substance-related cognitive biases","Leung D, Staiger PK, Hayden M, Lum JA, Hall K, Manning V, Verdejo-Garcia A.","Drug Alcohol Depend. 2017 Mar 1;172:21-33. doi: 10.1016/j.drugalcdep.2016.11.034. Epub 2017 Jan 5.","Leung D","Drug Alcohol Depend","2017","2017/01/21","","","10.1016/j.drugalcdep.2016.11.034"
"27177588","Efficiency of the implementation of cardiovascular risk management in primary care practices: an observational study","Adang EM, Gerritsma A, Nouwens E, van Lieshout J, Wensing M.","Implement Sci. 2016 May 13;11:67. doi: 10.1186/s13012-016-0434-2.","Adang EM","Implement Sci","2016","2016/05/15","PMC4866077","","10.1186/s13012-016-0434-2"
"18947821","Hypothalamus-pituitary-adrenal axis hyperresponsiveness is associated with increased social avoidance behavior in social phobia","Roelofs K, van Peer J, Berretty E, Jong Pd, Spinhoven P, Elzinga BM.","Biol Psychiatry. 2009 Feb 15;65(4):336-43. doi: 10.1016/j.biopsych.2008.08.022. Epub 2008 Oct 23.","Roelofs K","Biol Psychiatry","2009","2008/10/25","","","10.1016/j.biopsych.2008.08.022"
"21108959","Inactivation of the dorsal raphé nucleus reduces the anxiogenic response of rats running an alley for intravenous cocaine","Ettenberg A, Ofer OA, Mueller CL, Waldroup S, Cohen A, Ben-Shahar O.","Pharmacol Biochem Behav. 2011 Feb;97(4):632-9. doi: 10.1016/j.pbb.2010.11.008. Epub 2010 Nov 23.","Ettenberg A","Pharmacol Biochem Behav","2011","2010/11/27","PMC3026432","NIHMS254577","10.1016/j.pbb.2010.11.008"
"30796800","Hippocampal Interaction With Area 25, but not Area 32, Regulates Marmoset Approach-Avoidance Behavior","Wallis CU, Cockcroft GJ, Cardinal RN, Roberts AC, Clarke HF.","Cereb Cortex. 2019 Dec 17;29(11):4818-4830. doi: 10.1093/cercor/bhz015.","Wallis CU","Cereb Cortex","2019","2019/02/24","PMC6917514","","10.1093/cercor/bhz015"
"29689597","The predictive value of Approach and Avoidance tendencies on the onset and course of depression and anxiety disorders","Struijs SY, Lamers F, Rinck M, Roelofs K, Spinhoven P, Penninx BWJH.","Depress Anxiety. 2018 Jun;35(6):551-559. doi: 10.1002/da.22760. Epub 2018 Apr 24.","Struijs SY","Depress Anxiety","2018","2018/04/25","PMC6032866","","10.1002/da.22760"
"32920172","Assessment of approach-avoidance tendencies in body image using a novel touchscreen paradigm","Dondzilo L, Basanovic J, Bell J, Mills C, Dinic R, Blechert J.","J Behav Ther Exp Psychiatry. 2021 Mar;70:101612. doi: 10.1016/j.jbtep.2020.101612. Epub 2020 Sep 6.","Dondzilo L","J Behav Ther Exp Psychiatry","2021","2020/09/13","","","10.1016/j.jbtep.2020.101612"
"31886700","Attentional and approach biases to alcohol cues among young adult drinkers: An ecological momentary assessment study","Suffoletto B, Field M, Chung T.","Exp Clin Psychopharmacol. 2020 Dec;28(6):649-658. doi: 10.1037/pha0000343. Epub 2019 Dec 30.","Suffoletto B","Exp Clin Psychopharmacol","2020","2019/12/31","PMC7326641","NIHMS1066530","10.1037/pha0000343"
"8800655","The nucleus accumbens in monkeys (Macaca fascicularis): II. Emotion and motivation","Stern CE, Passingham RE.","Behav Brain Res. 1996 Feb;75(1-2):179-93. doi: 10.1016/0166-4328(96)00169-6.","Stern CE","Behav Brain Res","1996","1996/02/01","","","10.1016/0166-4328(96)00169-6"
"33692476","Selective serotonin reuptake inhibitor treatment retunes emotional valence in primate ventral striatum","Pasquereau B, Drui G, Saga Y, Richard A, Millot M, Météreau E, Sgambato V, Tobler PN, Tremblay L.","Neuropsychopharmacology. 2021 Nov;46(12):2073-2082. doi: 10.1038/s41386-021-00991-x. Epub 2021 Mar 10.","Pasquereau B","Neuropsychopharmacology","2021","2021/03/11","PMC8505611","","10.1038/s41386-021-00991-x"
"25218553","When pain meets … pain-related choice behavior and pain perception in different goal conflict situations","Schrooten MGS, Wiech K, Vlaeyen JWS.","J Pain. 2014 Nov;15(11):1166-1178. doi: 10.1016/j.jpain.2014.08.011. Epub 2014 Sep 16.","Schrooten MGS","J Pain","2014","2014/09/15","","","10.1016/j.jpain.2014.08.011"
